filename,predicted_plate,confidence,engine,was_flipped,ca_province,ca_series,ca_number,ca_full,edit_dist_full,norm_edit_dist,edit_dist_province,edit_dist_series,edit_dist_number,yolo_ms,ocr_ms,total_ms
0143_06806_b.jpg,70-L1 1370.96,0.8433,easyocr,False,True,True,False,False,3,0.8333,0,0,2,20.59,55.9,76.49
0143_08168_b.jpg,"54-X2 64,87",0.7079,easyocr,False,True,True,False,False,2,0.8571,0,0,1,20.85,46.25,67.1
0144_00053_b.jpg,59-H1 028.76,0.7192,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.94,37.76,58.7
0144_04987_b.jpg,59-KI 624.04,0.6863,easyocr,False,True,False,False,False,3,0.7826,0,1,1,24.45,50.04,74.49
0145_05660_b.jpg,59-K2 654.79,0.6245,easyocr,False,True,False,False,False,4,0.6957,0,1,2,20.71,56.71,77.41
0146_01640_b.jpg,"59-Y2 @u8,84",0.5464,easyocr,False,True,False,False,False,5,0.6087,0,1,3,20.67,43.25,63.92
0146_06747_b.jpg,59-02 064.28,0.9612,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.08,48.01,68.09
0147_00127_b.jpg,49-H7 1975,0.7037,easyocr,False,True,False,True,False,2,0.8,0,1,0,20.74,60.13,80.87
0147_02536_b.jpg,51-L8 0104,0.9485,easyocr,False,True,True,True,True,1,0.9,0,0,0,21.31,48.47,69.78
0147_06999_b.jpg,66-51 090.18,0.6818,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.99,47.88,68.87
0149_00951_b.jpg,62-V1 6814,0.4168,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.89,46.06,66.95
0149_05849_b.jpg,70-G1 135.09,0.6681,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.93,47.97,68.9
0150_01640_b.jpg,59-Y2 008.84,0.8635,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.88,47.8,68.67
0150_04096_b.jpg,70-R1 551.32,0.4075,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.81,55.97,76.77
0150_04829_b.jpg,51-52 5013,0.9682,easyocr,False,True,False,True,False,2,0.8,0,1,0,20.47,47.78,68.25
0150_06837_b.jpg,47-P1 L301,0.2735,easyocr,False,True,False,False,False,3,0.7,0,1,1,20.71,46.05,66.76
0150_08257_b.jpg,60*82 06370,0.7645,easyocr,False,True,False,False,False,2,0.8182,0,2,1,20.88,48.25,69.12
0151_04111_b.jpg,48-81 [288.07,0.5808,easyocr,False,True,False,False,False,4,0.75,0,1,2,20.71,55.97,76.68
0151_08171_b.jpg,72-K1 25476,0.8981,easyocr,False,True,True,True,True,1,0.9091,0,0,0,20.65,47.92,68.57
0151_08249_b.jpg,52-53 7078,0.7047,easyocr,False,True,False,True,False,2,0.8,0,1,0,20.6,46.22,66.82
0153_00460_b.jpg,59-TI 599.73,0.6743,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.8,47.94,68.74
0153_00906_b.jpg,54-H1 5326,0.6083,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.6,41.15,61.75
0154_00518_b.jpg,64-K4 7483,0.5864,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.72,46.25,66.97
0154_02257_b.jpg,61-01 079.11,0.8603,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.19,60.02,80.22
0157_00096_b.jpg,59-P2 [002.63,0.7528,easyocr,False,True,True,False,False,3,0.8333,0,0,2,20.72,56.19,76.92
0157_01727_b.jpg,69-01 056.61,0.6704,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.59,55.83,76.42
0158_00834_b.jpg,59 ET 192.83,0.7331,easyocr,False,True,False,False,False,2,0.8696,0,1,1,20.7,47.81,68.51
0159_04916_b.jpg,59-E1 563.47,0.7658,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.62,47.89,68.52
0200_06533_b.jpg,55Kl 8147,0.3387,easyocr,False,False,False,True,False,3,0.7368,1,1,0,20.33,46.09,66.42
0201_05131_b.jpg,59-51 953.82,0.8128,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.1,47.56,67.65
0202_04264_b.jpg,78-E1 24113,0.7697,easyocr,False,True,True,True,True,1,0.9091,0,0,0,20.54,55.91,76.45
0205_04086_b.jpg,59-51 311.97,0.8329,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.81,37.63,58.44
0205_04478_b.jpg,59-L2 054.42,0.6669,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.54,54.78,75.32
0207_01409_b.jpg,59*01 L38.20,0.5643,easyocr,False,True,False,False,False,4,0.6957,0,2,3,20.85,54.18,75.03
0207_04185_b.jpg,59-[1 567.20,0.3826,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.83,37.56,58.38
0208_01163_b.jpg,59-PI 526.39,0.575,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.87,46.07,66.94
0208_04293_b.jpg,59-H1 528.50,0.7656,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.81,61.78,82.59
0208_06253_b.jpg,59 *B1 22119,0.597,easyocr,False,True,False,False,False,1,0.9565,0,2,1,20.46,46.32,66.78
0209_04828_b.jpg,59 F1 188 14,0.7345,easyocr,False,True,True,True,True,1,0.9565,0,0,0,21.98,51.69,73.67
0209_08290_b.jpg,59-C1 496.84,0.9516,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.94,47.95,68.89
0210_01045_b.jpg,59-EI 295.65,0.5685,easyocr,False,True,False,False,False,3,0.7826,0,1,1,21.07,48.1,69.17
0210_04345_b.jpg,59 51 10393,0.8075,easyocr,False,True,False,True,False,1,0.9091,0,1,0,21.0,54.63,75.63
0211_04855_b.jpg,54-R2 2733,0.7879,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.11,46.28,66.39
0211_07006_b.jpg,69-U1 3670,0.8438,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.69,54.29,74.98
0211_08346_b.jpg,49-E1 (15383,0.7015,easyocr,False,True,True,False,False,2,0.8696,0,0,1,21.01,55.97,76.98
0212_02007_b.jpg,51-K2 8501,0.9812,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.72,46.02,66.74
0213_01426_b.jpg,52-F7 3840,0.8723,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.79,46.12,66.91
0214_04674_b.jpg,51-X9 1894,0.7597,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.24,54.55,74.78
0215_04767_b.jpg,59-C1 309.23,0.8611,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.57,38.21,58.78
0216_04264_b.jpg,71*81 1 2522,0.7456,easyocr,False,True,False,False,False,3,0.7826,0,2,1,20.66,51.36,72.02
0216_04997_b.jpg,81-H1 220L,0.4469,easyocr,False,True,True,False,False,2,0.8,0,0,1,20.46,46.25,66.71
0217_00819_b.jpg,55-K1 7546,0.5588,easyocr,False,True,False,True,False,2,0.8,0,1,0,20.54,46.1,66.64
0217_04676_b.jpg,59-U1 691.75,0.8592,easyocr,False,True,True,False,False,3,0.7826,0,0,2,20.53,47.73,68.27
0219_06384_b.jpg,59-L2 054.42,0.6357,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.46,59.27,79.74
0219_06795_b.jpg,68-X1 210.02,0.8547,easyocr,False,True,True,False,False,2,0.8696,0,0,1,21.14,56.19,77.32
0220_05177_b.jpg,5y 52 510.95,0.7575,easyocr,False,False,False,False,False,3,0.7826,2,9,5,20.63,48.05,68.68
0221_07069_b.jpg,78-01 084.69,0.9339,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.55,56.06,76.6
0221_08150_b.jpg,16-H9 0826,0.7706,easyocr,False,True,False,True,False,2,0.8,0,1,0,20.82,46.34,67.17
0222_08157_b.jpg,62-53 03,0.8341,easyocr,False,True,False,False,False,4,0.6667,0,1,2,21.19,42.13,63.31
0225_06388_b.jpg,59-FI 629.19,0.5836,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.35,47.71,68.06
0228_01938_b.jpg,59-M1 01425,0.4876,easyocr,False,True,False,True,False,2,0.8182,0,1,0,20.74,54.71,75.45
0231_04847_b.jpg,52 F? 1258,0.4053,easyocr,False,True,False,False,False,3,0.7,0,1,2,20.67,46.24,66.92
0231_05371_b.jpg,52-52 4832,0.74,easyocr,False,True,False,True,False,2,0.8,0,1,0,20.78,41.71,62.49
0233_04418_b.jpg,55-PL 8831,0.7926,easyocr,False,True,False,True,False,2,0.8,0,1,0,20.83,47.36,68.19
0233_05976_b.jpg,54-F3 0667,0.6746,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.78,54.3,75.08
0233_06485_b.jpg,59-YI 71364,0.7974,easyocr,False,True,False,True,False,2,0.8182,0,1,0,20.96,43.09,64.05
0234_04594_b.jpg,53-X6 6011,0.878,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.46,46.14,66.6
0234_04694_b.jpg,60*89 38385,0.6814,easyocr,False,True,False,False,False,4,0.6364,0,2,3,20.65,37.27,57.92
0234_05151_b.jpg,59-FI 613.16,0.6213,easyocr,False,True,False,False,False,4,0.6957,0,1,2,22.24,37.9,60.14
0234_05215_b.jpg,55YI 9833,0.7239,easyocr,False,True,False,True,False,2,0.8421,0,1,0,20.69,54.59,75.28
0235_00464_b.jpg,54-Y9 9149,0.8244,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.54,41.88,62.42
0236_04241_b.jpg,95 H7 12178,0.6718,easyocr,False,True,False,True,False,1,0.9091,0,1,0,20.74,42.78,63.52
0238_01814_b.jpg,"78-112"" 5203",0.6553,easyocr,False,True,False,False,False,4,0.7273,0,2,2,20.73,60.03,80.76
0238_07112_b.jpg,95-E1 177.63,0.7617,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.85,55.89,76.74
0239_00719_b.jpg,59-X2 671.78,0.9182,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.71,47.88,68.59
0240_04445_b.jpg,59-21 (139.30,0.6706,easyocr,False,True,False,False,False,4,0.75,0,1,2,21.17,47.7,68.87
0240_06217_b.jpg,59-U1 932.21,0.7145,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.74,47.69,68.44
0240_06702_b.jpg,52*85 2030,0.6541,easyocr,False,True,False,False,False,2,0.8,0,2,1,20.65,41.56,62.2
0241_08258_b.jpg,60-c1 619.75,0.7677,easyocr,False,True,True,False,False,3,0.7826,0,0,1,20.66,47.53,68.19
0242_05960_b.jpg,59-(2 012.24,0.524,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.92,47.94,68.85
0242_06966_b.jpg,85-R8 3682,0.9048,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.63,35.81,56.43
0242_07067_b.jpg,"59-C2 [2,7415]",0.5193,easyocr,False,True,True,False,False,4,0.8,0,0,3,20.74,37.92,58.66
0243_05688_b.jpg,59-P1 331.63,0.7987,easyocr,False,True,True,False,False,2,0.8696,0,0,1,19.79,48.0,67.79
0243_06197_b.jpg,59-H7] 254.60,0.5454,easyocr,False,True,False,False,False,5,0.6667,0,1,3,20.88,37.4,58.28
0245_00460_b.jpg,59-T1 599.73,0.7309,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.33,55.95,76.28
0245_04694_b.jpg,61-C1 527.87,0.682,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.82,47.55,68.37
0246_04669_b.jpg,60-C2 006.84,0.6216,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.89,37.86,58.75
0246_04989_b.jpg,52 T5 6177,0.6156,easyocr,False,True,True,True,True,0,1.0,0,0,0,20.76,35.94,56.7
0247_04916_b.jpg,59 HI 211.04,0.3693,easyocr,False,True,False,False,False,4,0.6957,0,2,2,20.47,42.78,63.25
0248_08125_b.jpg,67-81 696.60,0.6369,easyocr,False,True,False,False,False,3,0.7826,0,1,1,19.66,48.33,67.99
0249_00316_b.jpg,59-U1 497.26,0.8433,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.55,37.68,58.23
0249_00586_b.jpg,59-52 [080.82,0.6823,easyocr,False,True,False,False,False,4,0.75,0,1,2,20.91,56.04,76.95
0249_06036_b.jpg,67-61 061.16,0.6712,easyocr,False,True,False,False,False,4,0.6957,0,1,2,20.52,47.97,68.49
0250_06810_b.jpg,59-L1 481.83,0.6952,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.73,47.74,68.47
0251_04333_b.jpg,54-58 5452,0.9472,easyocr,False,True,False,True,False,2,0.8,0,1,0,21.06,46.2,67.26
0251_04747_b.jpg,59-X2 651.76,0.7438,easyocr,False,True,True,False,False,2,0.8696,0,0,1,21.19,47.75,68.94
0251_06093_b.jpg,60-FL 7420,0.988,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.75,46.03,66.79
0251_06509_b.jpg,59-P2 (112.06,0.579,easyocr,False,True,True,False,False,3,0.8333,0,0,2,20.73,56.32,77.05
0253_05888_b.jpg,59-P2 083.24,0.6668,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.47,47.97,68.44
0253_06153_b.jpg,59-p2 231.03,0.7466,easyocr,False,True,True,False,False,3,0.7826,0,0,1,20.86,48.59,69.45
0254_05925_b.jpg,77 H1 068.30,0.7224,easyocr,False,True,True,False,False,1,0.9565,0,0,1,20.18,47.95,68.13
0255_06511_b.jpg,59-PT 09467,0.5856,easyocr,False,True,False,False,False,4,0.6364,0,1,2,20.52,47.82,68.34
0255_07272_b.jpg,59-P1 857.00,0.8083,easyocr,False,True,True,False,False,2,0.8696,0,0,1,21.01,37.25,58.26
0256_05284_b.jpg,54*59 0621,0.6021,easyocr,False,True,False,False,False,2,0.8,0,2,1,20.45,54.38,74.83
0256_06104_b.jpg,59 H1 157.93,0.5779,easyocr,False,True,True,False,False,1,0.9565,0,0,1,21.16,41.71,62.88
0256_06336_b.jpg,66-P1 519.93,0.5808,easyocr,False,True,True,False,False,2,0.8696,0,0,1,21.01,47.75,68.76
0256_06748_b.jpg,51-L6 8446,0.7372,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.87,45.74,66.61
0257_04316_b.jpg,54-58 5452,0.7276,easyocr,False,True,False,True,False,2,0.8,0,1,0,20.88,46.0,66.88
0258_00465_b.jpg,37-EI 19145,0.7474,easyocr,False,True,False,True,False,2,0.8182,0,1,0,20.84,54.19,75.03
0258_02192_b.jpg,59-H1 L7151,0.4757,easyocr,False,True,True,False,False,3,0.7273,0,0,2,20.76,47.83,68.59
0258_05228_b.jpg,54-H4 4091,0.4914,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.48,54.36,74.83
0258_05987_b.jpg,61-S4 0134,0.5016,easyocr,False,True,True,True,True,1,0.9,0,0,0,20.59,60.09,80.67
0259_04193_b.jpg,54S1 6830,0.7631,easyocr,False,True,True,True,True,1,0.9474,0,0,0,20.7,46.16,66.86
0259_06071_b.jpg,59-T1 656.71,0.5704,easyocr,False,True,True,False,False,2,0.8696,0,0,1,21.01,45.87,66.87
0300_06559_b.jpg,62H5 7108,0.7472,easyocr,False,True,True,True,True,1,0.9474,0,0,0,20.98,54.54,75.53
0300_07384_b.jpg,59 E1 [708.50,0.4052,easyocr,False,True,True,False,False,2,0.9167,0,0,2,20.61,47.47,68.08
0301_06356_b.jpg,81-G1 135.56,0.9118,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.64,56.12,76.76
0302_02259_b.jpg,55X8 6970,0.7512,easyocr,False,True,True,True,True,1,0.9474,0,0,0,20.66,46.0,66.65
0302_05034_b.jpg,59-C2 J 506.21,0.4149,easyocr,False,True,True,False,False,4,0.8,0,0,2,21.04,60.35,81.39
0302_07260_b.jpg,59-Y2 263.10,0.7476,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.62,47.63,68.25
0302_08192_b.jpg,59-FI [732.70,0.8012,easyocr,False,True,False,False,False,4,0.75,0,1,2,20.66,47.87,68.53
0303_01887_b.jpg,59-DI 7807.28,0.4342,easyocr,False,True,False,False,False,5,0.6667,0,1,3,20.6,55.78,76.38
0303_06563_b.jpg,"52 P2 08,78",0.6131,easyocr,False,True,True,False,False,1,0.9524,0,0,1,20.91,46.23,67.14
0304_04071_b.jpg,59-01 502.16,0.7965,easyocr,False,True,False,False,False,3,0.7826,0,1,1,21.94,47.84,69.78
0304_04979_b.jpg,67-B1 696.60,0.5422,easyocr,False,True,True,False,False,2,0.8696,0,0,1,20.81,56.15,76.97
0304_05676_b.jpg,59-FT 631.86,0.6254,easyocr,False,True,False,False,False,3,0.7826,0,1,1,20.71,47.86,68.57
0304_07392_b.jpg,54-Y1 5558,0.6024,easyocr,False,True,False,True,False,2,0.8,0,1,0,20.45,41.54,61.99
0305_01307_b.jpg,59-FI 6517],0.882,easyocr,False,True,False,False,False,3,0.7273,0,1,1,20.65,47.71,68.36
