filename,predicted_plate,confidence,ca_province,ca_series,ca_number,ca_full,yolo_ms,ocr_ms,total_ms
0117_00148_b.jpg,59-U1 25226,0.7962,True,True,False,False,81.53,49.21,130.73
0118_00750_b.jpg,85-01 71611,0.5295,True,True,False,False,82.24,41.86,124.1
0118_00754_b.jpg,72-C1 36087,0.9078,True,True,True,True,82.73,48.72,131.45
0118_01998_b.jpg,NO_PLATE,0.0,False,False,False,False,105.1,0.0,105.1
0118_07169_b.jpg,51-73 0606,0.8504,True,False,True,False,87.2,46.66,133.86
0119_01947_b.jpg,54-55 5036,0.9625,True,True,True,True,87.56,50.64,138.2
0121_06062_b.jpg,67-B1 40833,0.8077,True,True,True,True,82.92,51.84,134.76
0121_07251_b.jpg,76-61 12000,0.7208,True,True,True,True,82.71,49.17,131.89
0122_00752_b.jpg,59-L1 84159,0.8387,True,True,False,False,81.48,48.94,130.42
0123_00918_b.jpg,59-51 74513,0.7682,True,True,False,False,80.71,49.08,129.79
0123_02088_b.jpg,60-B1 186436,0.6705,True,True,False,False,83.46,45.08,128.54
0123_04299_b.jpg,9-51 9484,0.9482,False,False,False,False,84.71,46.15,130.86
0125_01920_b.jpg,59-E1 036L0,0.6013,True,True,False,False,84.74,39.51,124.25
0125_02242_b.jpg,59-VZ 15800,0.6458,True,False,True,False,85.97,60.15,146.12
0126_00940_b.jpg,59-L1 54063,0.6388,True,True,True,True,129.71,59.4,189.11
0127_04803_b.jpg,59-T1 51654,0.7942,True,True,False,False,96.56,68.1,164.66
0128_08102_b.jpg,77-K6 9618,0.7003,False,False,True,False,97.2,60.91,158.11
0129_00608_b.jpg,66-86 08797,0.703,False,True,True,False,88.45,53.66,142.11
0130_01078_b.jpg,NO_PLATE,0.0,False,False,False,False,89.2,0.0,89.2
0131_00436_b.jpg,59H1 03579,0.6953,True,False,False,False,84.52,54.05,138.57
0131_00635_b.jpg,59-17 78582,0.6494,True,False,True,False,121.99,79.01,201.0
0131_00733_b.jpg,59-Y1 60811,0.7763,True,True,True,True,117.32,82.65,199.98
0131_00774_b.jpg,59-K1 183235,0.6842,True,True,False,False,127.4,59.62,187.02
0131_05638_b.jpg,59-01 6288,0.9896,True,True,False,False,292.17,63.18,355.35
0132_02227_b.jpg,59-E1 25292,0.879,True,True,False,False,93.48,44.86,138.34
0132_04704_b.jpg,NO_PLATE,0.0,False,False,False,False,90.21,0.0,90.21
0132_04939_b.jpg,59P1 55811,0.9935,True,True,True,True,96.17,48.85,145.01
0133_04344_b.jpg,59-F1 47404,0.9815,True,True,True,True,96.4,53.48,149.87
0134_00408_b.jpg,5123 3664,0.6885,True,False,True,False,91.77,73.49,165.26
0134_00660_b.jpg,59-FT 31469,0.7466,True,False,True,False,92.42,45.3,137.72
0134_01049_b.jpg,5472 8101,0.8591,True,False,True,False,88.32,47.46,135.78
0134_05469_b.jpg,59-K2 72061,0.7772,True,False,True,False,89.56,52.48,142.04
0135_00957_b.jpg,52-F6 L378,0.5413,True,True,False,False,88.37,58.44,146.81
0136_02540_b.jpg,85-81 17851,0.8854,True,True,True,True,100.32,53.26,153.58
0136_02545_b.jpg,51-T4 12133,0.8524,True,True,False,False,91.87,49.07,140.93
0136_06222_b.jpg,62-86 28032,0.6916,False,True,True,False,89.08,47.35,136.43
0136_07165_b.jpg,59-E1 08058,0.7698,True,True,True,True,90.76,52.28,143.04
0137_01848_b.jpg,51-Y6 7665,0.9123,True,True,True,True,101.14,87.49,188.63
0137_06297_b.jpg,95-08 01179,0.9506,True,False,True,False,104.83,64.52,169.35
0138_04710_b.jpg,60-CT 23174,0.7656,True,False,False,False,90.13,73.61,163.74
0138_05250_b.jpg,60-P7 1246,0.995,True,True,True,True,93.8,58.87,152.66
0139_05267_b.jpg,7-E7 00657,0.6285,False,False,False,False,91.86,45.21,137.07
0139_06601_b.jpg,59-KT 14468,0.4288,True,False,True,False,87.27,51.69,138.96
0139_07305_b.jpg,59-71 60830,0.933,True,True,True,True,89.64,48.76,138.4
0139_07352_b.jpg,59-F1 23865,0.8816,True,True,True,True,89.8,56.64,146.44
0140_00057_b.jpg,59-U1 45781,0.8831,True,True,True,True,89.9,53.34,143.24
0140_04869_b.jpg,54-71 6084,0.5656,True,True,True,True,105.73,72.96,178.69
0141_02242_b.jpg,59-12 15800,0.7739,True,False,True,False,103.89,66.03,169.92
0142_02613_b.jpg,62-H1 32746,0.4786,True,False,True,False,85.89,42.95,128.84
0143_02079_b.jpg,59-C1 39916,0.9886,True,True,True,True,91.08,50.64,141.72
0143_02624_b.jpg,NO_PLATE,0.0,False,False,False,False,83.59,0.0,83.59
0143_04789_b.jpg,59-M1 56378,0.7718,True,True,True,True,85.74,40.6,126.34
0143_06806_b.jpg,70-L1 37096,0.7707,True,True,True,True,86.5,71.72,158.21
0143_08168_b.jpg,54-X2 6487,0.9769,True,True,True,True,146.64,53.62,200.26
0144_00053_b.jpg,59-H1 02876,0.9628,True,True,True,True,94.85,46.73,141.58
0144_04987_b.jpg,59-K1 62404,0.8768,True,True,True,True,113.22,55.34,168.56
0145_05660_b.jpg,59-K2 55479,0.8123,True,False,False,False,150.48,152.58,303.06
0146_01640_b.jpg,59-Y2 60884,0.763,True,False,False,False,132.76,70.9,203.67
0146_06747_b.jpg,59-02 06428,0.9875,True,True,True,True,110.91,59.5,170.41
0147_00127_b.jpg,49-K7 1975,0.8852,True,False,True,False,101.92,60.62,162.54
0147_02536_b.jpg,51-L8 0104,0.9436,True,True,True,True,98.25,49.5,147.74
0147_06999_b.jpg,66-S1 09018,0.6977,True,True,True,True,91.47,85.0,176.48
0149_00951_b.jpg,62-V1 6814,0.7619,True,True,True,True,93.56,47.74,141.3
0149_05849_b.jpg,70-61 13509,0.845,True,True,True,True,88.16,54.43,142.59
0150_01640_b.jpg,59-Y2 100884,0.4496,True,False,False,False,87.57,53.22,140.79
0150_04096_b.jpg,70-AT 55132,0.6758,True,False,True,False,99.67,50.36,150.04
0150_04829_b.jpg,51-52 5013,0.9899,True,True,True,True,83.69,54.98,138.67
0150_06837_b.jpg,L7-P1 301,0.6009,False,False,False,False,84.38,51.63,136.01
0150_08257_b.jpg,60-82 06370,0.7611,True,True,True,True,83.63,46.99,130.62
0151_04111_b.jpg,48-81 28807,0.9827,True,True,True,True,84.55,50.82,135.36
0151_08171_b.jpg,72-K1 25476,0.9949,True,True,True,True,82.59,54.04,136.63
0151_08249_b.jpg,5253 7078,0.9756,True,True,True,True,84.46,49.14,133.61
0153_00460_b.jpg,59-T1 59973,0.9558,True,True,True,True,85.44,51.16,136.61
0153_00906_b.jpg,54-H1 5326,0.872,True,True,True,True,82.14,46.17,128.31
0154_00518_b.jpg,64K4 7483,0.7447,True,True,True,True,91.02,45.71,136.73
0154_02257_b.jpg,1-01 7911,0.9392,False,False,False,False,82.92,43.21,126.13
0157_00096_b.jpg,59-P2 00263,0.9479,True,True,True,True,84.2,43.21,127.42
0157_01727_b.jpg,69-01 15661,0.7487,True,True,False,False,81.97,44.85,126.83
0158_00834_b.jpg,59-ET 19283,0.8811,True,False,True,False,84.25,52.08,136.34
0159_04916_b.jpg,59-E1 56347,0.8735,True,True,True,True,82.47,51.37,133.84
0200_06533_b.jpg,55K4 8147,0.6045,False,True,True,False,83.45,48.24,131.69
0201_05131_b.jpg,59-51 95382,0.9584,True,True,True,True,85.3,42.84,128.15
0202_04264_b.jpg,78-E 2411,0.8438,True,False,False,False,99.23,43.29,142.52
0205_04086_b.jpg,59-51 31197,0.9337,True,True,True,True,83.6,40.82,124.42
0205_04478_b.jpg,NO_PLATE,0.0,False,False,False,False,82.41,0.0,82.42
0207_01409_b.jpg,59-01 3820,0.9944,True,True,False,False,80.87,44.51,125.38
0207_04185_b.jpg,59-11 56720,0.4758,True,False,True,False,84.15,40.32,124.47
0208_01163_b.jpg,NO_TEXT,0.0,False,False,False,False,82.62,16.65,99.28
0208_04293_b.jpg,59-H1 2850,0.8111,True,True,False,False,82.72,44.38,127.1
0208_06253_b.jpg,59B1 22119,0.8401,True,True,True,True,84.38,50.26,134.64
0209_04828_b.jpg,59F1 18814,0.9693,True,True,True,True,83.67,48.42,132.09
0209_08290_b.jpg,59-C1 496284,0.7142,True,True,False,False,82.84,50.96,133.81
0210_01045_b.jpg,59-E1 29565,0.9866,True,True,True,True,82.68,44.93,127.61
0210_04345_b.jpg,59-51 10393,0.8949,True,True,True,True,83.48,43.73,127.21
0211_04855_b.jpg,54-82 2733,0.8509,True,False,True,False,85.07,51.57,136.63
0211_07006_b.jpg,69-U1 3670,0.8259,True,True,True,True,82.77,49.31,132.09
0211_08346_b.jpg,NO_PLATE,0.0,False,False,False,False,83.39,0.0,83.39
0212_02007_b.jpg,51-K2 8501,0.9859,True,True,True,True,80.79,48.73,129.52
0213_01426_b.jpg,52-F7 3840,0.9781,True,True,True,True,84.63,50.27,134.9
0214_04674_b.jpg,51-X9T 1894,0.6742,True,True,False,False,84.57,49.82,134.39
0215_04767_b.jpg,59-C1 30923,0.7719,True,True,True,True,83.4,40.23,123.63
0216_04264_b.jpg,71-81 12522,0.8809,True,True,True,True,84.76,50.82,135.58
0216_04997_b.jpg,81-H1 2204,0.7032,True,True,True,True,86.75,48.14,134.89
0217_00819_b.jpg,55-X1 7546,0.8151,True,True,True,True,85.81,49.64,135.45
0217_04676_b.jpg,59-U1 69175,0.9815,True,True,False,False,82.67,49.7,132.38
0219_06384_b.jpg,59-L2 05442,0.7703,True,True,True,True,81.8,44.09,125.89
0219_06795_b.jpg,68-K1 21002,0.707,True,False,True,False,81.76,51.54,133.3
0220_05177_b.jpg,5952 51095,0.9416,True,True,True,True,83.02,50.56,133.58
0221_07069_b.jpg,78-01 08469,0.8365,True,True,True,True,82.38,44.62,126.99
0221_08150_b.jpg,16-H9 0826,0.8546,True,False,True,False,83.54,48.92,132.46
0222_08157_b.jpg,62-53 5 031,0.9507,True,True,True,True,82.31,44.56,126.87
0225_06388_b.jpg,59-FT 162919,0.7393,True,False,False,False,84.36,47.93,132.28
0228_01938_b.jpg,NO_PLATE,0.0,False,False,False,False,82.81,0.0,82.82
0231_04847_b.jpg,52-F2 1458,0.6895,True,False,False,False,81.46,50.13,131.59
0231_05371_b.jpg,52-52 4832,0.6842,True,True,True,True,83.3,45.58,128.88
0233_04418_b.jpg,55-PL 8831,0.7413,True,False,True,False,88.45,95.08,183.53
0233_05976_b.jpg,NO_PLATE,0.0,False,False,False,False,85.95,0.0,85.95
0233_06485_b.jpg,59-YT 71364,0.8527,True,False,True,False,86.75,46.87,133.62
0234_04594_b.jpg,53-X6 6011,0.9793,True,True,True,True,87.55,52.52,140.07
0234_04694_b.jpg,60-89 38385,0.6855,True,True,False,False,86.62,43.3,129.92
0234_05151_b.jpg,59-F1 61316,0.7882,True,True,False,False,85.5,42.2,127.7
0234_05215_b.jpg,55YT 9833,0.8666,True,False,True,False,85.72,49.32,135.04
0235_00464_b.jpg,54-Y9 9149,0.9419,True,True,True,True,86.84,43.41,130.25
0236_04241_b.jpg,95-H7 12178,0.6472,True,False,True,False,82.69,46.34,129.03
0238_01814_b.jpg,78-12 5203,0.8973,True,False,True,False,82.38,49.5,131.88
0238_07112_b.jpg,95-E1 17763,0.901,True,True,True,True,82.47,44.37,126.84
0239_00719_b.jpg,59-X2 67178,0.9799,True,True,True,True,82.49,51.17,133.66
0240_04445_b.jpg,59-Z1 13930,0.9301,True,True,True,True,81.26,43.62,124.88
0240_06217_b.jpg,59-U1 93221,0.9816,True,True,True,True,82.19,50.98,133.17
0240_06702_b.jpg,52-85 2030,0.7504,True,False,True,False,81.45,43.6,125.05
0241_08258_b.jpg,60-C1 61975,0.999,True,True,True,True,82.76,51.07,133.83
0242_05960_b.jpg,59-K2 101224,0.6519,True,True,False,False,81.63,50.37,132.0
0242_06966_b.jpg,85-P8 3682,0.9116,True,False,True,False,82.54,38.99,121.53
0242_07067_b.jpg,59-C2 127415,0.8307,True,True,False,False,86.85,40.82,127.68
0243_05688_b.jpg,59-P1 83163,0.7857,True,True,False,False,84.14,50.41,134.55
0243_06197_b.jpg,59-H73 125460,0.4809,True,False,False,False,82.98,38.75,121.73
0245_00460_b.jpg,59-T1 59973,0.8705,True,True,True,True,82.11,50.03,132.14
0245_04694_b.jpg,61-C1 52787,0.9511,True,True,True,True,81.22,46.4,127.62
0246_04669_b.jpg,60-C2 00684,0.9852,True,True,True,True,83.25,39.55,122.81
0246_04989_b.jpg,52-T5 6177,0.904,True,True,True,True,83.54,37.85,121.39
0247_04916_b.jpg,59H1 21104,0.6935,True,False,False,False,85.15,44.21,129.36
0248_08125_b.jpg,67-81 69660,0.8771,True,True,True,True,83.72,50.67,134.39
0249_00316_b.jpg,59-U1 49726,0.9775,True,True,True,True,81.44,40.88,122.32
0249_00586_b.jpg,59-52 708082,0.6144,True,True,False,False,82.14,50.05,132.19
0249_06036_b.jpg,67-61 06716,0.905,True,True,True,True,82.01,49.99,131.99
0250_06810_b.jpg,59-L1 48183,0.9448,True,True,True,True,83.64,46.92,130.55
0251_04333_b.jpg,54-58 5452,0.8392,True,True,True,True,87.3,53.87,141.17
0251_04747_b.jpg,59-X2 65176,0.9934,True,True,True,True,98.69,57.58,156.27
0251_06093_b.jpg,60-FL 7420,0.9821,True,True,True,True,86.1,43.79,129.89
0251_06509_b.jpg,NO_PLATE,0.0,False,False,False,False,81.68,0.0,81.68
0253_05888_b.jpg,NO_PLATE,0.0,False,False,False,False,83.4,0.0,83.4
0253_06153_b.jpg,59-P2 23103,0.9997,True,True,True,True,81.32,54.15,135.47
0254_05925_b.jpg,77H1 06830,0.9581,True,True,True,True,96.89,55.11,152.0
0255_06511_b.jpg,59-PT 09487,0.4248,True,False,False,False,90.7,54.41,145.11
0255_07272_b.jpg,59-P1 85700,0.9648,True,True,True,True,87.72,43.82,131.54
0256_05284_b.jpg,54-S9 0621,0.8876,True,True,True,True,88.55,50.58,139.14
0256_06104_b.jpg,59H1 15793,0.7133,True,True,True,True,87.49,49.35,136.84
0256_06336_b.jpg,66-P1 51993,0.8422,True,True,True,True,92.08,55.43,147.51
0256_06748_b.jpg,51-L6 8446,0.7798,True,True,True,True,88.03,52.18,140.21
0257_04316_b.jpg,54-58 5452,0.9323,True,True,True,True,93.57,57.68,151.25
0258_00465_b.jpg,37-E1 19145,0.9927,True,True,True,True,91.52,48.78,140.3
0258_02192_b.jpg,59-H1 47151,0.4371,True,True,False,False,85.51,45.73,131.24
0258_05228_b.jpg,54-H4 4091,0.9497,True,True,True,True,88.23,51.0,139.23
0258_05987_b.jpg,NO_PLATE,0.0,False,False,False,False,88.48,0.0,88.48
0259_04193_b.jpg,54-S1 6830,0.8614,True,True,True,True,83.81,52.16,135.96
0259_06071_b.jpg,59-T1 65671,0.9797,True,True,True,True,87.98,52.83,140.8
0300_06559_b.jpg,62-H5 7108,0.9914,True,True,True,True,92.85,51.67,144.52
0300_07384_b.jpg,59-E1 870850,0.5363,True,True,False,False,90.0,53.25,143.25
0301_06356_b.jpg,81-G1 13556,0.916,True,True,True,True,86.55,46.7,133.25
0302_02259_b.jpg,55X8 6970,0.8775,True,True,True,True,86.03,51.42,137.46
0302_05034_b.jpg,59-C2 50621,0.9403,True,True,True,True,90.47,51.24,141.72
0302_07260_b.jpg,59-Y2 26310,0.9303,True,False,True,False,86.35,51.8,138.15
0302_08192_b.jpg,59-F1 73270,0.9722,True,True,True,True,84.3,51.9,136.21
0303_01887_b.jpg,59-01 780728,0.6624,True,True,False,False,84.16,51.19,135.35
0303_06563_b.jpg,52-P2 0878,0.9471,True,True,True,True,85.92,49.8,135.73
0304_04071_b.jpg,59-01 50276,0.7636,True,True,False,False,82.46,45.34,127.8
0304_04979_b.jpg,67-81 69660,0.8447,True,True,True,True,82.11,53.44,135.55
0304_05676_b.jpg,59FT 63186,0.9481,True,False,True,False,83.74,53.22,136.96
0304_07392_b.jpg,54-Y1 5558,0.678,True,False,True,False,86.77,44.55,131.32
0305_01307_b.jpg,59-F1 65171,0.9711,True,True,True,True,82.99,45.48,128.47
0305_08299_b.jpg,55-P8 9613,0.9995,True,True,True,True,83.17,43.35,126.52
0306_04292_b.jpg,NO_PLATE,0.0,False,False,False,False,82.15,0.0,82.15
0307_05979_b.jpg,59-51 106241,0.559,True,True,False,False,81.44,51.27,132.71
0308_07234_b.jpg,54-8T 1147,0.4211,True,False,True,False,82.88,49.51,132.39
0309_06495_b.jpg,NO_PLATE,0.0,False,False,False,False,81.38,0.0,81.38
0311_04070_b.jpg,62-P1 51909,0.9933,True,True,True,True,80.81,52.53,133.33
0312_00517_b.jpg,59-P2 11073,0.8185,True,True,True,True,82.83,52.43,135.26
0312_05588_b.jpg,79-71 5804,0.6295,True,False,True,False,82.07,45.32,127.39
0312_08282_b.jpg,75-FT 29830,0.8079,True,False,True,False,84.04,50.94,134.98
0313_04659_b.jpg,71-C2 130079,0.8625,True,True,False,False,81.45,51.49,132.94
0313_05149_b.jpg,54-N4 6324,0.8016,True,True,True,True,82.85,49.61,132.46
0313_05945_b.jpg,5901 67393,0.9524,True,True,True,True,82.17,52.26,134.42
0313_05990_b.jpg,16-F2 6303,0.9967,True,True,True,True,82.43,49.14,131.57
0313_07153_b.jpg,72-C1 39315,0.702,True,True,True,True,83.88,44.43,128.31
0314_05240_b.jpg,59-B1 37858,0.7947,True,True,True,True,82.83,44.47,127.3
0314_06109_b.jpg,47-AB 55999,0.7943,True,True,True,True,85.45,51.02,136.47
0315_04289_b.jpg,59Y2 48612,0.786,True,False,True,False,83.39,51.27,134.65
0317_08220_b.jpg,79-N2 19854,0.5249,True,True,False,False,81.99,45.64,127.62
0318_04662_b.jpg,NO_PLATE,0.0,False,False,False,False,114.63,0.0,114.63
0318_05402_b.jpg,S5T1 8811,0.5737,False,False,False,False,103.31,54.62,157.93
0319_06474_b.jpg,59-C2 04837,0.9828,True,True,True,True,94.35,58.92,153.27
0321_07303_b.jpg,54-S1 3034,0.7215,True,True,True,True,84.38,49.82,134.2
0322_05697_b.jpg,59-U1 52884,0.8491,True,True,True,True,83.88,51.81,135.69
0323_01887_b.jpg,59-01 88728,0.9618,True,True,True,True,86.4,52.09,138.49
0323_05045_b.jpg,54-57 3211,0.9201,True,True,True,True,84.03,51.21,135.24
0323_08009_b.jpg,49-B7 03126,0.8081,True,False,True,False,96.64,56.29,152.93
0324_00176_b.jpg,54-S4 6869,0.6629,True,True,True,True,88.47,51.78,140.25
0325_06296_b.jpg,54-H31 5581,0.6906,True,True,False,False,90.93,56.82,147.75
0326_04993_b.jpg,77-F1 5389,0.8216,True,True,False,False,103.89,49.3,153.19
0326_05383_b.jpg,59-U1 3868,0.9553,True,True,False,False,95.06,53.48,148.54
0326_06770_b.jpg,51-H2 2933,0.7935,True,True,True,True,85.74,50.58,136.32
0326_08228_b.jpg,59-G1 12671,0.6927,True,True,True,True,84.42,48.83,133.26
0327_06891_b.jpg,51-K3 8796,0.9683,True,True,True,True,85.45,51.77,137.22
0327_07257_b.jpg,NO_PLATE,0.0,False,False,False,False,84.16,0.0,84.16
0328_06476_b.jpg,59-C2 01909,0.9983,True,True,True,True,82.2,51.6,133.79
0333_05790_b.jpg,59-F1 32210,0.9662,True,True,True,True,84.12,49.72,133.84
0342_06180_b.jpg,59-71 83013,0.9584,True,True,True,True,83.11,50.59,133.71
0343_04212_b.jpg,59-52 1572,0.7742,True,True,False,False,82.81,44.36,127.17
0350_08241_b.jpg,59-P2 20770,0.9965,True,True,True,True,81.71,52.36,134.07
0353_04104_b.jpg,52-F3 8889,0.6429,True,True,True,True,81.87,50.7,132.57
0353_05935_b.jpg,59-U7 72979,0.7862,True,False,True,False,81.98,51.57,133.55
0354_08079_b.jpg,NO_PLATE,0.0,False,False,False,False,82.32,0.0,82.32
0356_06897_b.jpg,59-C1 55980,0.8085,True,True,True,True,81.42,51.33,132.74
0357_04948_b.jpg,54-F4 4078,0.8221,True,True,True,True,86.15,44.43,130.58
0358_04877_b.jpg,59-ET 70762,0.8496,True,False,True,False,83.56,45.47,129.03
0403_04146_b.jpg,69-C1 20591,0.9223,True,True,True,True,82.7,46.33,129.03
0403_07322_b.jpg,62-PT 53221,0.6752,True,False,True,False,95.0,49.54,144.54
0403_08185_b.jpg,86-K1 10547,0.697,False,False,True,False,91.53,49.36,140.89
0405_04598_b.jpg,54-F2 8259,0.8315,True,True,True,True,83.87,52.67,136.53
0405_05175_b.jpg,59-U1 8850,0.9168,True,True,False,False,92.71,46.88,139.59
0406_04580_b.jpg,55-P6 7093,0.9479,True,True,True,True,88.21,51.93,140.14
0408_01983_b.jpg,NO_PLATE,0.0,False,False,False,False,91.48,0.0,91.48
0409_02113_b.jpg,68-LA 00776,0.8594,True,True,True,True,102.83,97.81,200.64
0409_04711_b.jpg,59-T1 81439,0.7471,True,True,True,True,96.96,57.89,154.85
0409_05079_b.jpg,53-S7 7589,0.7868,True,True,True,True,88.48,52.68,141.16
0411_04882_b.jpg,59-U1 74490,0.9785,True,True,True,True,90.89,54.66,145.55
0412_02169_b.jpg,54F1 6743,0.8001,True,True,True,True,96.23,47.44,143.68
0412_06384_b.jpg,NO_PLATE,0.0,False,False,False,False,96.67,0.0,96.67
0412_06438_b.jpg,59-M1 48700,0.5071,True,True,True,True,106.22,52.89,159.11
0414_05793_b.jpg,54-58 4120,0.8951,True,True,True,True,95.41,54.06,149.47
0415_00096_b.jpg,59-P2 70263,0.8836,True,True,False,False,103.99,53.26,157.25
0415_07357_b.jpg,59 2795,0.9998,True,False,False,False,120.19,60.48,180.67
0416_05808_b.jpg,59-C1 147167,0.5825,True,True,False,False,106.89,59.79,166.69
0416_06988_b.jpg,59C1 123682,0.6227,True,True,False,False,99.4,64.75,164.15
0416_08281_b.jpg,59-Y2 46589,0.9641,True,False,True,False,108.49,58.88,167.38
0417_06790_b.jpg,86-813 7630,0.5639,True,True,False,False,97.54,51.64,149.17
0419_05387_b.jpg,63-85 12534,0.9762,True,True,True,True,148.0,50.86,198.86
0420_05895_b.jpg,59-U1 1595,0.9845,True,True,False,False,95.74,49.24,144.98
0420_08001_b.jpg,54-K9 5449,0.7519,True,False,True,False,98.96,53.74,152.7
0421_06749_b.jpg,59-T1 27242,0.7941,True,True,True,True,106.44,66.53,172.97
0422_06869_b.jpg,69-01 04258,0.9714,True,True,True,True,101.38,65.38,166.76
0424_04500_b.jpg,NO_PLATE,0.0,False,False,False,False,105.8,0.0,105.8
0425_04118_b.jpg,67-H2 5949,0.6182,True,False,True,False,94.05,54.71,148.76
0427_01058_b.jpg,59-T1 80203,0.7139,True,True,True,True,88.36,53.97,142.32
0427_04665_b.jpg,63-F6 8411,0.8299,True,True,True,True,88.27,52.19,140.45
0427_06378_b.jpg,59-01 78262,0.9804,True,True,True,True,87.92,57.54,145.46
0427_08390_b.jpg,59-81 23468,0.8854,True,True,True,True,92.18,54.33,146.51
0428_04599_b.jpg,62-L1 20995,0.9213,True,True,True,True,92.17,57.16,149.33
0428_06843_b.jpg,64-C1 042627,0.616,True,True,False,False,105.57,57.51,163.08
0429_05226_b.jpg,NO_PLATE,0.0,False,False,False,False,121.11,0.0,121.11
0429_05390_b.jpg,59-01 76947,0.7904,True,False,True,False,100.55,53.94,154.49
0430_01270_b.jpg,59-V1 9869,0.9548,True,True,False,False,92.62,49.77,142.4
0430_08117_b.jpg,59-L2 11347,0.9419,True,True,True,True,95.18,52.42,147.6
0432_06360_b.jpg,59-U1 62231,0.9116,True,True,True,True,89.19,55.27,144.46
0432_08079_b.jpg,54-S1 9755,0.7569,True,True,True,True,88.07,47.56,135.63
0432_08145_b.jpg,59S1 44895,0.7993,True,True,True,True,84.74,52.4,137.14
0434_06493_b.jpg,54-78 5033,0.6652,True,False,True,False,85.27,45.67,130.94
0435_04232_b.jpg,59-V2 24614,0.6467,True,True,True,True,88.24,54.21,142.46
0438_04896_b.jpg,59-51 61803,0.8229,True,True,False,False,108.86,62.66,171.51
0438_05376_b.jpg,59CT 28740,0.77,True,False,True,False,119.34,89.3,208.65
0438_05738_b.jpg,NO_PLATE,0.0,False,False,False,False,97.0,0.0,97.01
0440_04793_b.jpg,59-52 222,0.7822,True,True,False,False,97.25,61.05,158.3
0440_08382_b.jpg,57-01 47834,0.9218,False,True,True,False,90.93,58.99,149.92
0442_01393_b.jpg,62-KT 809571,0.5482,True,False,False,False,96.75,58.93,155.68
0442_05398_b.jpg,NO_PLATE,0.0,False,False,False,False,100.97,0.0,100.97
0442_06183_b.jpg,59-X1 41879,0.7237,True,True,False,False,89.12,55.86,144.98
0443_04187_b.jpg,59-F1 32787,0.7893,True,True,False,False,91.78,47.29,139.07
0443_05508_b.jpg,85-B1 02836,0.7286,True,True,True,True,88.89,58.71,147.6
0444_00002_b.jpg,51-U7 4598,0.8028,True,True,True,True,91.68,49.05,140.73
0444_06098_b.jpg,62-NT 36934,0.5607,True,False,True,False,87.28,50.26,137.54
